,Unnamed: 0,date,open_ul,high_ul,low_ul,close_ul,log_returns_ul_c2c,log_returns_ul_c2o,vol_c2c_20d,vol_c2o_20d,vol_c2c_40d,vol_c2o_40d,vol_c2c_60d,vol_c2o_60d,vol_c2c_80d,vol_c2o_80d,vol_parkinson
2270,2270.0,2020-01-02,12198.55,12289.9,12195.25,12282.2,0.0081505640319357,0.001316596481157,0.091831358132267,0.0365646733724314,0.0878233656941613,0.0416407083446706,0.0951233909445533,0.0468417659090063,0.1491236168876925,0.0637971558650507,0.0708643569331551
2271,2271.0,2020-01-03,12261.1,12265.6,12191.35,12226.65,-0.0045330641889106,-0.0017194106088658,0.0886407597725286,0.036065570221492,0.0880354389660469,0.0402248127255535,0.0891747131944957,0.0467175364347834,0.1484695471809277,0.0635972199875855,0.0712825594176178
2272,2272.0,2020-01-06,12170.6,12179.1,11974.2,11993.05,-0.019290680239015,-0.0045947882331792,0.1122382616678834,0.0392823506008592,0.0982286768802122,0.0415402817380919,0.0966007435274984,0.0472931098096438,0.1521451777731036,0.0641073525647042,0.0658806688648949
2273,2273.0,2020-01-07,12079.1,12152.15,12005.35,12052.95,0.0049821279132576,0.0071493710803669,0.1110234172350513,0.046713943701256,0.0990275920065152,0.0448865620447973,0.0962841604509118,0.049362365036118,0.1523137909559759,0.0652398310986249,0.0733725293131452
2274,2274.0,2020-01-08,11939.1,12044.95,11929.6,12025.35,-0.002292521655433,-0.0094907150137379,0.1101611874249948,0.0576629045747732,0.0979710221272748,0.0508928134909639,0.096175336272443,0.0528135513298795,0.1521263471658001,0.0673132846659386,0.0753764135874768
2275,2275.0,2020-01-09,12153.15,12224.05,12132.55,12215.9,0.0157214602998744,0.0105714738465839,0.1223028974062634,0.0681949768342771,0.1055204520369872,0.0573589837159657,0.100270825762408,0.0570372297472509,0.1539653886578958,0.0699161881820117,0.0764114179065293
2276,2276.0,2020-01-10,12271.0,12311.2,12213.2,12256.8,0.0033425031221734,0.0045003730971774,0.1180388697211169,0.0681525141144567,0.1057419512770742,0.0580776432689691,0.1003015526658289,0.057410099542907,0.1536341808868422,0.0691409159252278,0.0770362902013883
2277,2277.0,2020-01-13,12296.7,12337.75,12285.8,12329.55,0.0059179351404731,0.0032500486791179,0.119529178470552,0.0678670366130369,0.1067711229616278,0.0585071852466935,0.0986355834538435,0.0577997910070634,0.1509519372723354,0.0693827186591046,0.0777802388306629
2278,2278.0,2020-01-14,12333.1,12374.25,12308.7,12362.3,0.002652698700553,0.0002878847183509,0.1153291989814681,0.0673469312993374,0.1063281878437568,0.0580382126610997,0.0978723879886538,0.0577927807355703,0.1509784992919368,0.068784640658608,0.0767166279176973
2279,2279.0,2020-01-15,12349.4,12355.15,12278.75,12343.3,-0.0015381131197652,-0.0010440399625902,0.1142576696308312,0.0667923949204918,0.1056661062002423,0.0564693869992437,0.0970491631254174,0.0578270088225679,0.149309012089114,0.0688058963387175,0.0749602964067416
2280,2280.0,2020-01-16,12347.1,12389.05,12315.8,12355.5,0.0009879023266084,0.0003078119455337,0.1137700507913353,0.0667995089493374,0.105496776807874,0.0561972734863768,0.0970300642093044,0.0578135854225062,0.1170544694296377,0.0684506207256375,0.0750045792352563
2281,2281.0,2020-01-17,12328.4,12385.45,12321.4,12352.35,-0.0002549796940701,-0.0021957641125011,0.1137189528794933,0.067231019347134,0.1048766440733675,0.0564706677173637,0.0969558496122727,0.0570837653911074,0.1053649372389754,0.0541133644472109,0.0748603370026827
2282,2282.0,2020-01-20,12430.5,12430.5,12216.9,12224.55,-0.010400103505719,0.006306801601864,0.1196223614567039,0.0701177590421788,0.1027698770770682,0.0586564695316433,0.0993069729900496,0.057450196911574,0.1069787874600483,0.0552574941617109,0.075341080805776
2283,2283.0,2020-01-21,12195.3,12230.05,12162.3,12169.85,-0.0044846433343133,-0.0023955932561819,0.1198682935862377,0.0706141855089986,0.1031171039970332,0.0584735491450126,0.0994405862346445,0.0559565298096885,0.1047860156547539,0.0553058435947721,0.0830375748385987
